spiegel:4:[-1.0, -0.7788, -0.75, -1.0, 1.0, 0.825, -0.9866, -1.0, -0.9635, -0.9923, -0.975, -0.9712, 0.1865, 0.9981, -0.8769, 1.0, 0.2404, -0.975, -0.9346, -0.9962, -0.0346, 0.0558, -1.0, 0.7789, -0.2289, -1.0]
münzen:3:[-1.0, 0.9776, 0.6481, -1.0, 1.0, -0.2957, -1.0, -1.0, -1.0, -1.0, -0.5686, -1.0, -1.0, 1.0, 0.6513, 0.8266, 0.9278, -1.0, -1.0, -1.0, 0.9637, -0.7833, -0.7693, 0.9974, -1.0, -1.0]
geldschein:3:[-1.0, 0.8356, 0.6128, -0.9795, 0.9513, -0.9359, -1.0, -1.0, -0.9923, -1.0, -0.1897, -1.0, -0.9462, -1.0, -0.9, -0.8923, 1.0, -1.0, -0.8128, -0.9949, -1.0, 0.2125, -1.0, 1.0, -0.9846, -1.0]
affe:3:[0.9615, -0.9718, -0.1974, -1.0, -1.0, 0.8256, -0.9744, 0.7949, 0.941, 0.9103, 0.8641, -0.7564, 0.4692, -0.5872, 0.4179, -0.9359, -0.6, -1.0, 0.1308, -1.0, -0.7513, -0.5923, -0.5949, 0.0795, -0.9667, 0.8769]
maus:4:[1.0, 0.9289, -0.7104, -0.6653, -0.9442, -0.2865, 0.3937, 0.8269, 0.9115, 0.1577, 0.3558, -0.6423, -0.8866, -0.4327, 0.1288, -0.925, -0.4443, -0.95, -0.6943, -0.9923, -0.2442, -0.5442, -0.4981, -0.8366, -0.998, 0.8231]
orange:4:[-0.786, 0.625, 0.896, 0.736, -0.6, 0.8, -0.87, -0.78, -0.9, -0.9, 0.3, -0.9, -0.9, 0.4, 0.0, -1.0, 0.0, -1.0, -1.0, -1.0, 1.0, -1.0, 1.0, -1.0, -1.0, 1.0]
gemälde:3:[-1.0, -0.4103, 0.9667, -1.0, -0.5821, -0.1462, -1.0, -1.0, -1.0, -1.0, -0.6, -0.6667, 0.1897, 1.0, -0.6667, -0.5231, 0.6667, -1.0, -1.0, -1.0, -0.2308, -0.7359, -1.0, -0.3333, -1.0, 0.3333]
stift:3:[-1.0, 0.8897, 0.1403, -0.9846, 0.9917, -0.8513, -0.9846, -1.0, -1.0, -1.0, -1.0, -0.9077, -1.0, 1.0, 0.5313, -0.2985, -0.7128, -1.0, -0.0641, 0.2307, -0.4538, 0.7846, -0.9897, 0.959, -0.9974, -1.0]
stift:3:[-0.9923, 0.8034, 0.5327, -1.0, 0.982, -0.6385, -0.9513, -0.9701, -0.9949, -0.9974, -0.8, -0.4333, -1.0, 0.9897, 0.3256, -0.7487, -0.8564, -0.9641, 0.0792, -1.0, -0.3254, 0.7092, -0.9974, 0.9421, -1.0, -1.0]
pinguion:3:[1.0, -0.85, 0.3949, -0.9564, -0.6385, 0.7769, 0.1692, 0.4129, -0.9949, 0.0487, 0.0541, -0.5513, 0.6176, -0.5336, -0.6282, -0.3407, -0.8743, -1.0, -0.1513, -0.9846, 0.0272, 0.4154, -1.0, -0.9897, -1.0, 1.0]
person die immer nein sagt:6:[-0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997, -0.9997]
person die immer ja sagt:9:[0.9996, 0.9996, 0.9996, 0.9997, 0.9997, 0.9997, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996, 0.9996]
person die immer sagt ich weiß es nicht:8:[0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006, 0.0006]
ananas:3:[-0.8974, 0.7128, 0.7815, 0.9897, -0.9, 0.6599, -1.0, -1.0, -0.9223, -1.0, 0.5102, -0.5897, -0.9564, 0.8103, -0.9311, -0.9205, -1.0, -1.0, 0.8564, -0.9923, 0.152, -0.3641, 0.9411, -0.9154, -0.9769, 0.6282]
pistole:3:[-0.9974, 0.505, -0.7333, -0.8, 0.9071, 0.4242, -0.9445, -0.9795, -1.0, -1.0, -1.0, 0.1005, -1.0, 0.8014, 0.9664, -0.0949, 0.0047, 0.7923, -0.0798, 0.9231, -0.3462, 0.4385, -0.9709, 0.6051, -1.0, -0.9045]
pizza:3:[-1.0, -0.236, 0.451, 1.0, -1.0, 0.3145, -0.9333, -1.0, -0.9769, -1.0, 0.7128, -1.0, -1.0, -0.5307, -0.9194, -0.9872, -0.5718, -0.9826, -1.0, -0.9821, 1.0, -0.5769, 0.9872, -0.5744, -0.9641, -1.0]
rasierer:3:[-1.0, 0.9077, 0.4308, -0.9, 0.9846, -0.8975, -0.9718, -1.0, -1.0, -0.9949, -0.4, 0.359, -0.9718, 1.0, 0.2564, -0.0795, -0.9461, -0.9769, 0.7897, -1.0, -0.7513, 0.5897, -0.9487, 0.9692, -0.959, 0.8308]
gewehr:3:[-1.0, -0.0205, -0.8179, -1.0, 0.9692, 0.7564, -0.941, -0.9718, -0.9154, -0.9667, -0.9795, 0.8974, -0.6667, 0.9615, 0.9282, -0.1077, 0.2308, 0.8564, 0.3154, 0.9615, -0.541, 0.8923, -0.9667, 0.4359, -0.7128, -1.0]
lineal:3:[-1.0, 0.686, 0.4735, -0.9616, 0.9439, -0.356, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.9154, -0.9072, 0.0148, -1.0, -1.0, -0.8923, -1.0, -0.6128, 0.7262, -1.0, 0.9795, -0.9256, -0.9795]
schere:3:[-1.0, 0.7692, 0.3282, -0.9564, 0.9872, -0.6411, -1.0, -1.0, -0.9923, -1.0, -0.9538, 0.4128, -0.9821, 0.9949, 0.7512, 0.2718, -0.9615, -0.9872, 0.3741, -1.0, -0.8897, 0.3487, -0.9769, 0.8333, -0.9385, -0.9513]
schraubenzieher:3:[-0.3713, 0.3947, -0.0755, -0.818, 0.887, -0.6487, -0.9567, -0.9908, -0.9641, -0.9667, -0.9333, -0.9641, -0.9026, 0.8718, 0.0795, 0.2154, -0.3205, -1.0, -0.559, 0.041, -0.6205, 0.3282, -1.0, 0.9615, -0.3333, -1.0]
möwe:3:[0.9692, 0.2256, 0.2179, -0.9798, -1.0, 0.7846, -1.0, 0.6487, -1.0, -0.2667, 0.1641, -0.6, -1.0, -0.5413, 0.7212, -0.3333, -0.6667, -0.9731, 0.0308, -1.0, -0.741, -0.1538, -1.0, -1.0, -1.0, 0.9511]
hai:4:[1.0, -0.9962, -0.4231, -0.8038, -0.9366, 0.8692, -0.998, -0.9827, -1.0, 0.1769, 0.1423, 1.0, 1.0, 0.6769, -0.575, -0.075, -0.65, -0.9904, 0.8981, -1.0, -0.7942, 0.4904, -0.4346, -1.0, -1.0, 1.0]
schaf:3:[0.9667, -0.8803, 0.7874, -0.2821, 0.1461, 0.7513, -1.0, 0.6475, 1.0, 0.1897, -0.4233, -0.9065, -0.6118, -0.9411, 0.4451, -1.0, -0.6667, -0.9897, -0.5992, -1.0, 0.1539, -0.8278, 0.2196, -0.1797, 0.5103, 0.7205]
hemd:3:[-0.9846, -0.7784, 0.4127, -1.0, 1.0, -0.7328, -1.0, -1.0, -1.0, -0.9365, 0.0997, -1.0, -0.9885, -0.971, -0.8897, -1.0, -0.6077, -1.0, -1.0, 0.6858, -0.8385, -0.0692, -1.0, 0.9307, 1.0, -1.0]
schuh:3:[-0.9974, 0.7868, -0.6487, -1.0, 0.9462, -0.7333, -1.0, -0.9795, -0.9411, -0.9974, 0.0, -1.0, -1.0, 0.223, -0.2282, 0.7616, -0.6327, -0.9462, -1.0, -1.0, -0.7627, 0.2956, -1.0, 0.818, 0.8974, -1.0]
shrek:4:[0.9692, -0.9462, 0.7019, -0.9673, -0.6846, 0.8346, -1.0, -0.9808, -0.9961, 0.7115, 0.9788, 0.7557, 0.9711, 0.4365, 0.6077, -0.5981, 0.1289, -0.9885, 0.5654, -0.9577, 0.2, -0.1038, -0.1327, -1.0, -0.9731, 0.5847]
stinktier:3:[1.0, 0.2237, 0.7203, -0.9528, -1.0, 0.5642, -0.9787, 0.5592, 0.6641, 0.1923, 0.9974, -0.2743, -1.0, -0.841, -0.2308, -1.0, -1.0, -1.0, 0.0308, -1.0, -0.3333, -0.2744, -0.9692, -1.0, -0.9538, -0.0513]
smartphone:9:[-0.9957, 0.8906, -0.2199, -0.9649, 1.0, -0.4786, -1.0, -0.9974, -0.9957, 0.8974, -0.9983, -0.9906, -1.0, 0.9564, 0.6902, 0.6257, 0.8686, 0.7757, -0.9872, 0.8532, -0.908, -0.1029, -0.9791, 0.9971, -0.753, -0.9606]
schlange:3:[0.9513, 0.0103, -0.141, -0.5333, -0.9718, 0.2846, -0.9564, -1.0, -1.0, 0.2538, 0.1898, 0.9462, -0.9744, 0.0487, 0.1385, -0.1564, -0.5692, -1.0, 0.3513, -0.9641, -0.3308, 0.8538, -1.0, -0.8282, -0.4154, 0.7513]
schwamm:3:[-1.0, 0.7282, 0.3436, -0.6667, 1.0, -0.7539, -0.9205, -0.9769, -1.0, -0.959, -0.5923, -0.9667, -0.9513, -0.7205, -0.218, -0.9462, -0.5589, -1.0, -0.9256, -1.0, 0.3461, -0.741, -0.8436, 0.7918, -0.9974, 0.9359]
löffel:3:[-0.9769, 0.8487, -0.1872, -0.9821, 0.9931, -0.3154, -0.9513, -1.0, -0.9974, -1.0, -0.9821, -0.9179, -0.9718, 0.7846, 0.4949, 0.8898, -0.3077, -0.9718, -0.8436, -1.0, -0.6564, 0.7385, -0.8795, 0.9334, -0.9487, 0.4615]
schwan:3:[1.0, -0.9128, 0.8641, -0.4436, -0.9538, 0.8, -0.9385, 0.4949, -1.0, 0.2051, 0.1462, 0.5385, -1.0, -0.6974, 0.5308, -0.7744, -0.8615, -1.0, 0.5769, -1.0, -0.1872, 0.9385, -0.6307, -0.8026, -1.0, 0.9692]
tennisball:3:[-0.9974, 1.0, 0.7614, -1.0, 0.9974, -0.6385, -1.0, -0.2538, -0.9769, -1.0, -1.0, -0.9872, -1.0, 0.4926, 0.7538, -1.0, -0.8923, -0.9974, -1.0, -1.0, 1.0, -0.9308, -1.0, 0.5645, -1.0, -1.0]
zahnbürste:3:[-1.0, 0.9159, 0.723, -0.8914, 0.9409, -0.7753, -0.9282, -0.9641, -0.9769, -0.9897, -0.2282, -1.0, -1.0, 0.741, 0.6487, -0.8436, -0.9231, -1.0, -0.8216, -0.7179, -0.8461, 0.7383, -0.0403, 0.9025, -0.9641, 0.8204]
trainer:3:[-1.0, 0.8769, 0.7031, -1.0, 1.0, -0.6846, -0.9436, -0.9564, -1.0, -1.0, 0.2108, -1.0, -1.0, -0.5, 0.1202, -1.0, 0.0385, -0.9718, -1.0, -1.0, -0.8325, 0.2551, -0.959, 0.9308, 0.9752, -0.9923]
hose:3:[-1.0, -0.7641, -0.8301, -0.9913, 0.9779, 0.2667, -1.0, -0.6667, -0.9862, -1.0, 0.1718, -0.9604, -0.9795, -0.9557, -0.9727, -1.0, -0.9154, -1.0, -1.0, -0.2231, -0.9333, 0.7939, -1.0, 1.0, 0.9993, -0.9434]
schrank:3:[-1.0, -1.0, -1.0, -1.0, 0.9153, 0.9026, -0.9487, -0.9769, -0.7538, -1.0, -0.6667, -0.2488, 0.8615, 1.0, 0.5795, -0.1077, -1.0, -0.982, -0.8641, -0.9564, -0.718, 0.3, -0.9641, 0.8767, -0.9692, -0.9175]
uhr:5:[-1.0, 0.9985, -0.2754, -1.0, 0.9923, -0.4262, -1.0, -1.0, -1.0, 0.8554, -0.9508, -1.0, -1.0, 1.0, 0.3277, 0.7523, 0.1938, -0.5169, -1.0, 1.0, 1.0, -1.0, -1.0, 1.0, 0.9769, -0.9877]
